asin,userID,rating,Unnamed: 0.1,category,ratingCount,ratingAvg,pants,jeans,shirt,t-shirt,jacket,coat,hoodies,sweatshirts,blazer,sneaker,boot,oxford,blouseClean,skirtClean,tie
B012739F6C,A2J4DK7M3TMJ6F,2,1105892,womenclothingdressescocktailon sale ready ship arrival off scallop detail hemadjustable straps lace lined lycracenter tieinvisible side seam zipper package include lace dress,173,4.254335260115607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0064EYJ9E,A254AYYZV9FW68,5,247308,menclothingactiveactive hoodies,140,3.871428571428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B00AW3OGZA,A2T9MZZOLOEE8Z,1,395467,womenshoesbootsankle bootiesyntheticsynthetic soleshaft archlace boots come leatherette lace vamp double stitch detailing,37,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B01DTKHCPI,A1JLZXJWGN0WUJ,5,1361358,novelty moreclothingnoveltymenshirtst shirts100 cottonmade importedmachine washgreat ideamachine washableeasy fitcollectors teedesigned c life group,2,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B00AWDFYYC,A3OS1B2A8LA14N,4,395776,womenclothingactiveactive hoodies,57,4.298245614035087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B009ZHFFPO,A2UHFCWT2641Y1,5,366129,menclothingpantscasual,1014,4.0788954635108485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00CE3C7WA,ALB07JIXUTHP6,4,457350,novelty moreclothingnoveltymenshirtst shirts100 cottonheavy weight teesunisex sizinggildan shirt pack teeschoose,2034,4.1976401179941005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B01EQUQLR0,A26KG0JMSN724Z,5,1383775,womenclothingskirtsnight out,16,4.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B00Z0D9O7M,A2KB8QIVRWX51G,5,1063251,womenclothingsuiting blazers100 other fibersimportedpolyester liningdry onlytwo side pocketszipper,7,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00C6771VQ,A9HHSJ4QORNXR,4,448380,womenclothingpantscasual51 spandexmachine washwith welt insetsag harbor,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0037UZASC,A1G6PZBO61U62V,5,114616,menshoesfashion sneakers,2787,4.504843918191604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B018F4V6MI,A34OBYMRXVHH30,3,1235419,womenclothingsuiting blazersblazers,974,3.090349075975359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00389BLOY,A1BY3X5VLBBBQC,5,115092,menclothingsuits sport coatssuit separatessuit jacketssingle breasted button styling inside jacket welt button sleeves vent double,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B00GBW7L6M,ACGE2MM1OB2H0,5,589158,womenclothingsuiting blazersblazersplease choose based measurement imagematerial polyesterhand seperately water putting black vest dress inside fashion imported designed produced sheinside,369,3.2222222222222223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B008FZOZ26,A14CCMFJSZHTI2,3,319702,menclothingactiveactive pantsmade california price increase years incredible flexibility range motion w rib piping generous inseam easy alter custom modal french terry sustainable birch tree wood see product description below details ignore chart above models 175lbs medium 85m 79kg,176,4.505681818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01A6EL21U,A3S9RTXEMJ7IW0,2,1271015,womenmaternitytops tees,159,3.9748427672955975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B00OD9JH6W,A2TI0H1I7PTK0M,5,862342,menshoesfashion sneakers,9410,4.417428267800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B015R0EDOG,A23CZ6UZN03DZ0,5,1170054,menshoesoxfords,122,4.10655737704918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00N1XXQ3Q,A3IHEIMZWAYL9H,1,822156,womenclothingactiveactive shirts tees,30,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B001CHEQ7S,A2U0KDSF59ZKBB,5,58589,mensurf skate streetshoesfashion sneakers,3998,4.463231615807904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B01B74VSCQ,A2FH84ZDD98O9K,4,1295452,menshoesoxfords,5,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B0002FHJ66,A3DU4UC990V137,5,1368,menclothingactiveactive sweatshirts100 cottonpull closure8 ounce poly pill resistant air jet yarndouble needle stitchingdouble lined hood dyed match drawcord1x1 rib knit cuffs waistband spandexfront pouch,1961,4.453340132585415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B00YJIONR0,A36BLLK585BVLV,3,1057038,womenshoesbootsknee,723,4.344398340248962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00028B5C2,A113BCRO88YMWQ,4,1216,menuniforms work safetyclothingwork utility safetypants,2461,4.009752133279155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B008S252M8,A62VQSKCZMJ1F,5,328764,novelty moreclothingnoveltymenaccessoriesneckties100 polyestercolor reddimensions 59l inchesmaterial polyestertype tielabel holidays,14,4.785714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00JVH8BIQ,ABBHLTYB6QWBQ,4,717702,womenshoesfashion sneakers,18,4.388888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B01G7TXFU4,AX82FF0C6185V,2,1418469,womenclothingsuiting blazersblazers,1109,3.477908025247971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00HR0LP28,A1RLOG5FY7AOTJ,5,637001,menclothingjackets coatslightweight jacketswindbreakers,217,3.723502304147465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B00YHHOFBM,A1TC8BRMBII89O,5,1056232,menclothingpantscasualimportedmaterial premium blend3 different preferences can get within two days choosing fulfilled amazonstyle causal wearing sports100 brand tags asia sizem xxlplease refer below product description section click see more product details choose most fitted,7,3.857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01FSOM9GU,A2W82HQJRS6T7V,5,1407630,menaccessorieswallets cases organizerswalletspremium cowhide leather nappa texture durable looks beautiful feels greatslim wallet ideal carrying basic necessities still fits into pocketmini cards several cash noteskeep safe rfid signal blocking layer protects data crimescovered years warranty,439,4.599088838268793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B01GJ1Q368,A3DJCS5CJ6XUGR,5,1425175,womenclothingskirts,108,3.3796296296296298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B00KCFQPZC,A8BSK26329RNE,5,735023,womenclothingtops tees blousesknits tees,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B009OMQK5E,A2V5TCI6ITGOWU,4,359087,menshoesfashion sneakers100 syntheticimportedrubber solealloy safety toe meets astm 2413 i c standards helps protect feet falling objectsslip resistant outsole provides traction confident stride wet conditions meets astm f1677 standards electrical hazard safe astm f2413 05eh adds extra layer protection insulated surfaces help prevent shocks electrical hazard environments,308,4.535714285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B016NT7PCM,A2A3MZ4XZP7WIP,4,1191244,menshoesbootswork safetyindustrial construction bootsimported full grain leatherrubber solewaterproof upper waterproof breathable membrane hydrophobic hydrophilic zone comfort technologyoil resistant non marking rubber tpu outsoleremovable dual density eva footbed,52,3.3076923076923075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00XDS8JA4,AW69HQVZVGUAJ,5,1038627,womenclothingskirts90 polysester cuprammonium hand gentlely laundry washing bagzipper closurethe changed under different lights vintage solid maxi skirts girls womenwaist hiden side zipper easy put side can put small things wallet mobile insidesolid skirts recommend tall people polka dot skirts inchesyou can wear lace pleuche hollow out tops make evening dress perfect both casual formal occasion wedding cocktail party causal daily date evening party formal appearance awards ceremony formal event ball etc,21,4.238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B002IFT0NI,A3HHLRVCGQW0L7,4,96557,menclothingactiveactive sweatshirtsfleecemachine wash77 heavy sueded fleeceribbed hem cuffs shape relaxed generously cut comfortmachine gentle non chlorine bleach when needed tumble low remove promptly iron low present iron decal drycleanableimported,10,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B0140IT8RI,A22VUX0S3VSQ1Q,3,1131391,womenaccessorieswallets cases organizerscard casescard casesfaux leatherwipe damp clothdimension w h weight ounces20 slots cash zippered compartmenta snap designed safety propertiesultra thin straight tight seams brighten walletunisex wallet,354,4.008474576271187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00MG5VQ8M,ACU3SENM0C5LL,1,804182,menshoesoxfords100 leatherimportedleather rubber cap toe oxford contrasting accent counter shock absorbing eva midsoleantimicrobial liningcomfort system designed provide lightweight shock absorption,25,4.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00JUM6MDI,A17BVQ662FC2M7,5,716984,menclothingactiveactive pants,1910,3.850261780104712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00VVJX8XK,A3G67AIT01YH3D,5,1010970,menshoesfashion sneakerssynthetic100 authenticbrand newdurableoriginal packaging,6,4.833333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00MKAQX1S,A1VG0AFLGB4AW7,5,808354,womenshoesfashion sneakers,269,4.42007434944238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B005113TOW,A56MMOWKOIVI0,5,186825,womenclothingactiveactive hoodies60 polyestermachine washpoly french terry yarn dye stripe27 hspprincess seams slit pocketsraw edge detailing neckfully lined hood,2,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B00D3YQGGC,A2BJYLXNS0NVZE,5,481743,womenclothingsuiting blazersblazers,762,3.29002624671916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00XH5M0I0,A5S1PGPUEM86C,4,1039588,womenclothingdressescasual70 rayon polyesterimportedmachine washsolid flutter dress bottom tiersgreat casual night out even everyday wear,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B000AYUMWW,A1ZQNODAQN9A8O,5,5584,menshoesbootswork safetyindustrial construction boots,1367,4.355523043160205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00A0I8GLM,A2Y6LMB83J7NF1,4,366998,womenclothingtops tees blousesblouses button shirts,470,4.221276595744681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00OA08V4S,A3TZAT6CYKF9OI,4,859928,novelty moreclothingnoveltywomenhoodies60 polyesterimportedmachine washfull zip closurefaux fur panel hoodfront,2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B005BFRJRG,A25721RW4VC5HZ,5,208895,womenshoesbootsmid calf,129,4.62015503875969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00HYAO5JG,A2C2JAACCYZF3K,5,645178,menshoesoxfords100 leatherimportedsynthetic leather upperleather,39,3.7948717948717934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00YJIONR0,A2QS4LGJRG3TNN,5,1057038,womenshoesbootsknee,723,4.344398340248962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00PD4BN1I,A2QVWX1HV0UOCG,4,886880,novelty moreclothingnoveltywomentops teest shirts,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B00R5BN43C,A1FQS4S8JGPUWB,5,922475,menshoesoxfords,85,3.764705882352941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00AZL6Z5I,A273Z82BV3W9Q0,5,399523,womenshoesbootsleatherimportedleather rubber,11,4.727272727272728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B0058Z107Y,A3LQ83P5JYQB7G,4,199051,womenclothingtops tees blousesblouses button shirts,158,4.284810126582278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00GN73KB0,A1DPDIRQVH342D,3,598930,womenclothingtops tees blousesknits tees,69,4.478260869565218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B0195K54HE,A2CMUQLTT1HR7F,3,1250863,womenshoesoutdoorsnow boots,45,4.377777777777778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B017ACOIAS,ATQS4GCV6PXT3,3,1205607,womenclothingskirts,110,4.209090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B000NZKD18,A2ZI24DVN85US0,5,22944,menshoesfashion sneakers,7308,4.417214012041598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00HI1AZQ8,A33JTZCCBTDSXI,5,629928,menshoesfashion sneakers,125,4.376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B003UHUMY4,A3UKKGQ3BF9RKK,5,132396,menshoesfashion sneakers,2988,4.237951807228916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00BC6ATHA,A3SZBIA7JYBONW,5,415826,menshoesfashion sneakers100 leather textilesynthetic soleshaft archshaft true sizeinsole molded ecoortholiteoutsole rubberupper waterproof leather mesh,18,4.611111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B006TK23UA,A3MHC5CND4TWLX,5,265332,menshoesloafers onscolor black whitebrand majesticreal leather liningstyle spectatoroxfords,58,4.137931034482759,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B01771DBNC,AU4DVP3MRZPLS,1,1203208,menshoesoxfords,2,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B0028N7GRM,A2A6PQDAE6HJ4W,4,87335,menshoesfashion sneakers,1050,4.260952380952381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B005IX3YW0,A1CXT1C8DCPAWE,5,224367,menclothingjackets coatsfleece,1468,4.387602179836512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B00PGEMJI6,AIG5GR4EWA0YN,5,888551,womenshoesfashion sneakers red bottomsconverse american shoe company has been making shoes since 20th centuryunrivaled footwear brand leather tri panel shoesrubber toecap protected heel ultra comfort protection,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00CLF4KR6,A2XY1KONPVCCGD,4,465114,womenclothingdressesclub night out65 rayon spandeximportedtie halter sweetheart neckline contrasting center trim ruched both lower side seams finished off open backimported,3,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00GA99O6Q,A32X12VULBRX5,4,587574,menshoesoxfords100 leatherimportedrubber,108,4.268518518518518,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00D95J1H6,ACWAADBIOPXB7,5,487112,womenclothingjeansthese 1826 black blue denim jeans pants amazingly versatile spandex stretchmachine cool water inside out tumble low bleachhand measurement waist inseam hips waist inseam hips waist inseam hips waist inseam hips waist inseam hips waist inseam hips 48plus womens blue denim jeans pants skinny leg,154,4.253246753246753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B008N12QVE,A266JF6D4UPBND,5,324868,womenclothingskirts,91,4.087912087912088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B00DZIKV26,AQG45ZXD1N5BI,5,512887,novelty moreclothingnoveltymenhoodies,31,4.774193548387097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B01DC4LA5O,A35SCI8H4HOOOV,4,1348861,girlsschool uniformsclothingpantsage years old girlsmaterial composition spandex twill khaki navy blackfeatures classical casual solid flat stretch slim tallishmore details plastic buttons straight type adjust waist nylon placket zipper single fake decoration garment washwashing ironing gentle cycle like only non chlorine bleach needed tumble low warm iron needed,46,3.891304347826087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B019FCA7GU,A3A3E78OQXYKI0,5,1257097,mencontemporary designershoesoxfords,14,3.4285714285714284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B0014K4S2Q,A2C5CRKKFQKXH0,5,45255,menclothingactiveactive hoodies,1788,3.853467561521253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B000XEKHWY,A1Q9EM4SUXH4MU,5,34322,menshoesbootswork safetyindustrial construction boots,3354,4.46541443053071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B000B234K0,A2VP9YWSSBBNOE,1,5609,menshoesoxfords,793,4.175283732660782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B00U32YUSS,A224BZ1Z2FS12O,5,976139,womenclothingtops tees blousesknits teesgood nice hand feel93 acetate spandexwrinkle resistantmachine washmade,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00WND4DW8,AOYORC5PU8FQF,4,1026715,womenshoesfashion sneakers,739,3.780784844384303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B0047N0MIG,A2XOFPHA9TD5KJ,4,147284,menclothingpantsdress55 polyesterimportedbutton closuremachine washpleat pant classic featuring cuffed hems button closurebutton through welt backcomfort waistband designed expand,465,3.929032258064516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00BP6BBHY,A210KIKSYZU2S3,5,430180,menshoesfashion sneakers,2297,4.364388332607749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00FFI3KDQ,A1YCY3ZQDTBYGO,3,561949,menclothingsocksdress trouser socks80 combed polyamide elastaneimportedmen shoe 12machine washablehand sewn toe stitchingwe thetiebar trendy neckwear company endorsed magazine,4,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B00E41SQIO,A1KL5AXAIOR0I2,5,517641,menshoesoxfords,216,4.435185185185185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B007SWGZ5W,A10KP41B6I57ZM,5,300412,novelty moreclothingnoveltymenhoodies100 cottonears hood removable paw covers attached tailofficially licensed,13,4.307692307692308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B00U36OQYC,AZ3JPDYEO4LTW,1,976189,womenclothingjeansthese denim distressed jeans pants amazingly versatile spandex stretchmachine cool water tumble low bleachrear zipper denim jeanshand measurement inseam waist 9 hips 9,65,3.707692307692308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B005CSOHWC,A32PBX4TX6PZSN,5,211998,menclothingactiveactive pantsoxford grey polyesterimportedmachine wash9 heavyweight fleece helps block out wind chillcovered elastic waistband inner drawcord adjustabilityside storage32 inseam,2512,4.102308917197452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01A2I6DMI,A962N3CV7N1W3,5,1269324,womenclothingactiveactive pants95 spandeximportedmachine washribbed knit elastic waist drawcordvertical zip frontshirring leg sidesinseam,4,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001F0GNGE,AOITH6V4PFYQJ,5,63128,menuniforms work safetyclothingwork utility safetypants100 cottonimportedmachine wash3 high6 wide12 canvas work pantdouble layer knee,72,4.319444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B019FCA7GU,A12P3X490EJHST,5,1257097,mencontemporary designershoesoxfords,14,3.4285714285714284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B004M3DFJE,AVNVCKG2XSK0,5,165491,novelty moreclothingnoveltymenshirtst shirtsscifi trendy fashionofficially licensed100 cottonmachine washable,19,4.842105263157895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B00CP0EEWS,A7OR4CEV0JL21,5,469009,womenclothingsuiting blazersblazerssize only small regular stylish see through floral highly fashionablelocomolife,84,3.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B004NNVGAS,A2ZMVVE585EAU7,5,167401,womenshoesbootsmid calf100 leatherimportedrubber soleshaft archboot opening around,20,4.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B0082797U2,A39DXI3FBEKGHC,5,307731,menclothingjackets coatsactive performanceinsulated100 polyesterimportedmachine washjacket has zip pocketsdetachable hood,28,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B000NZKD18,A3DABBIZQFIRSN,4,22944,menshoesfashion sneakers,7308,4.417214012041598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00B093E62,A2PZHBX0ZHSLRU,5,400848,menshoesfashion sneakers,733,4.574351978171896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B01G7TXFU4,A5J0210754HX4,1,1418469,womenclothingsuiting blazersblazers,1109,3.477908025247971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B00M11Y3OU,AJKZRHC81TH2J,5,791792,womenclothingactiveactive pants92 spandeximportedfitted workout shortssmall waist inseam medium waist inseam large waist inseam waist band hug shape mid rise folds over low riseform fitted leg smooth seams closuresultra breathable blend maximum active performance,6,4.833333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B00OMDR5TU,A398E7JOQXDM3M,2,868583,menshoesbootswork safetyindustrial construction boots,1,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B01CH4GMRG,A2GZ60A95XDJLE,5,1325876,womenclothingskirtscasual,394,4.32994923857868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B000EDMSEE,A2D7FQU80DAFYR,5,8816,womenshoesfashion sneakers,7308,4.415435139573071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00O3GTXLY,A2TNOLZMVIL9GJ,5,854792,womenshoesfashion sneakers,633,4.156398104265403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B012P2GS6K,A2MGOVEP275F2D,5,1112219,womenclothingtops tees blousesblouses button shirts,443,4.309255079006772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B00S4P94RS,A3EUVPIIFG6GNK,5,937410,womenshoesfashion sneakerstextileupper textileoutsole rubberpuma ash alt comfort shoes sneakers footwear womenform fitting shape feminine sleek womena low profile track inspired outsole sporty perfed leather upper,373,4.310991957104558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00LIRYE4W,A391X0B0867ZKZ,4,776123,menclothingjackets coatswool blendsshell wool rayon nylon other fibers polyesterimporteddry onlydouble breasted peacoat vertical side notched lapelsfouled anchor buttonspoly fill,42,4.166666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B0037UZASC,A1IY8WUBAWCH05,5,114616,menshoesfashion sneakers,2787,4.504843918191604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B00MN7G1B0,AWA55DQSR386G,4,809895,womenclothingactivetrack active jackets100 nylonimportedmachine washfront zip puff body jacket contrast raglan sleevesstanding collar patterned interiorzippered side entry,19,4.105263157894737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B00AWDK05U,A3PJKRJBN6RO0J,4,395792,novelty moreclothingnoveltywomentops teest shirts,17,4.352941176470588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B013U19G3M,A2MCCECBPHF05C,3,1127984,womenclothingcoats jackets veststrench rain anoraksanoraks,493,3.7809330628803246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B000B24UPI,A1SDKJR5K8D807,5,5614,womenshoesfashion sneakers,1637,4.290775809407453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B0079UYEN8,A2MU6YODEM3G2W,3,280858,menshoesbootsmotorcycle combat100 leatherimportedsynthetic soleshaft archheel boot opening around,87,3.977011494252874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B00YWU0UOK,AMXNUHN1Y8IVV,2,1061762,womenclothingskirtscasualsoft stretchy comfortattractive beautiful designwrap yourself asymmetrical draped skirthand water bleach hang line drythis very fashion unique skirt miss,22,2.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
